id_old,id,first,educ,educt,hrwage,lwage,age,white,female,selfemp,uncov,married,tenure,nsibs,daded,momed,educt_t,educ_t,lwage_t,age2,twoplus,aeduct,dlwage,deduc,deduct,dceduc,dceduct,cseduc,cseduct,dcsumint,dcsuminz,duncov,dmaried,dtenure,pedhs,pedcl,dcpedhs,dcpedhst,dcpedcl,dcpedclt
60,60,0,15,14.5,12.4126358,2.518705845,31.94934845,1,1,0,0,0,2.75,3,18,14,16,16,2.416791916,1020.760864,1,15.25,0.101913929,-1,1.5,0.5,0,14.75,16,7.375,0,0,0,1.75,0,1,0,0,0.5,0
60,60,1,16,16,11.22682953,2.416791916,31.94934845,1,1,0,0,0,1,3,18,12,14.5,15,2.518705845,1020.760864,1,15.5,-0.101913929,1,-1.5,0,-0.5,16,14.75,0,-7.375,0,0,-1.75,0,1,0,0,0,-0.5
61,61,1,16,16,5.304698944,1.668593049,37.72210693,1,1,1,0,1,0.5,,16,12,16,16,0.975445867,1422.957397,0,16,0.693147182,0,0,0,0,16,16,0,0,0,0,-3.5,0,1,0,0,0,0
61,61,0,16,16,2.652349472,0.975445867,37.72210693,1,1,0,0,1,4,,16,12,16,16,1.668593049,1422.957397,0,16,-0.693147182,0,0,0,0,16,16,0,0,0,0,3.5,0,1,0,0,0,0
62,62,0,15,18,11.93557262,2.479523182,33.59068298,0,1,0,1,1,7.5,,8,12,14,16,2.993189335,1128.333984,0,17,-0.513666153,-1,-4,-3,-2,16.5,15,-49.5,-30,1,1,4,0,0,0,0,0,0
62,62,1,16,14,19.94920349,2.993189335,33.59068298,0,1,0,0,0,3.5,,6,12,18,15,2.479523182,1128.333984,0,14.5,0.513666153,1,4,2,3,15,16.5,30,49.5,-1,-1,-4,0,0,0,0,0,0
63,63,0,16,16,25.40224838,3.223680019,32.64510345,0,1,0,1,0,4,3,12,12,16,16,2.970734835,1065.702759,1,16,0.252945185,0,0,0,0,16,16,0,0,0,0,-4.5,1,0,0,0,0,0
63,63,1,16,16,22.7577858,2.970734835,32.64510345,0,1,0,1,0,8.5,3,12,14,16,16,3.223680019,1065.702759,1,16,-0.252945185,0,0,0,0,16,16,0,0,0,0,4.5,1,0,0,0,0,0
64,64,1,14,12,6.120773315,1.811688423,33.46200562,1,0,1,0,0,4,,12,12,12,12,1.126995802,1119.705811,0,12,0.684692621,2,0,2,0,13,12,26,0,0,0,0,1,0,2,0,0,0
64,64,0,12,12,3.086370468,1.126995802,33.46200562,1,0,1,0,0,4,,12,12,12,14,1.811688423,1119.705811,0,13,-0.684692621,-2,0,0,-2,12,13,0,-26,0,0,0,1,0,0,-2,0,0
65,65,1,18,17,20.2910347,2.98005724,28.06741333,1,1,0,1,1,5.5,3,10.5,12,18,17,2.821378231,787.7796631,1,17,0.158679008,1,1,1,1,17.5,17.5,17.5,17.5,1,0,2,1,0,1,1,0,0
65,65,0,17,18,16.79998779,2.821378231,28.06741333,1,1,0.5,0,1,3.5,3,11,12,17,18,2.98005724,787.7796631,1,18,-0.158679008,-1,-1,-1,-1,17.5,17.5,-17.5,-17.5,-1,0,-2,1,0,-1,-1,0,0
66,66,1,16,14,15.91409683,2.767205238,30.81997681,1,1,0,0,0,3,,12,12,16,15,2.767205238,949.8709717,0,14.5,0,1,2,2,1,15,15.5,30,15.5,-1,0,2.980999947,1,0,2,1,0,0
66,66,0,15,16,15.91409683,2.767205238,30.81997681,1,1,0,1,0,0.018999998,,12,12,14,16,2.767205238,949.8709717,0,16,0,-1,-2,-1,-2,15.5,15,-15.5,-30,1,0,-2.980999947,1,0,-1,-2,0,0
67,67,0,12,12,6.896108627,1.930957317,32.34770203,1,1,0,0,1,4,,12,12,12,12,1.901215315,1046.373779,0,12,0.029742002,0,0,0,0,12,12,0,0,0,0,3.5,0,1,0,0,0,0
67,67,1,12,12,6.69402504,1.901215315,32.34770203,1,1,0,0,1,0.5,,16,12,12,12,1.930957317,1046.373779,0,12,-0.029742002,0,0,0,0,12,12,0,0,0,0,-3.5,0,1,0,0,0,0
68,68,1,12,12,26.52349472,3.278030872,30.35180664,1,1,0,0,1,9,,8,12,12,12,1.31191802,921.2321777,0,12,1.966112852,0,0,0,0,12,12,0,0,0,0,8.833000183,0,0,0,0,0,0
68,68,0,12,12,3.713289261,1.31191802,30.35180664,1,1,0,0,1,0.166999996,,8,11,12,12,3.278030872,921.2321777,0,12,-1.966112852,0,0,0,0,12,12,0,0,0,0,-8.833000183,0,0,0,0,0,0
69,69,1,15,18,7.134819984,1.96498704,44.70635986,1,1,0,0,1,1.25,,12,16,14,18,2.179816484,1998.658569,0,18,-0.214829445,-3,-4,-3,-4,16.5,16,-49.5,-64,0,0,0.833000004,0,1,0,0,-3,-4
69,69,0,18,14,8.844682693,2.179816484,44.70635986,1,1,0,0,1,0.416999996,,12,16,18,15,1.96498704,1998.658569,0,14.5,0.214829445,3,4,4,3,16,16.5,64,49.5,0,0,-0.833000004,0,1,0,0,4,3
70,70,0,12,18,15.38362694,2.733303785,31.80834961,1,0,0,0,1,13,,,8,12,18,2.457050323,1011.771118,0,18,0.276253462,-6,-6,-6,-6,15,15,-90,-90,0,0,9,0,0,0,0,0,0
70,70,1,18,12,11.67033768,2.457050323,31.80834961,1,0,0,0,1,4,,8,8,18,12,2.733303785,1011.771118,0,12,-0.276253462,6,6,6,6,15,15,90,90,0,0,-9,0,0,0,0,0,0
71,71,1,12,12,65.28860474,4.178817749,19.22244263,1,0,1,0,0,4,,12,12,12,12,2.069070578,369.5022888,0,12,2.109747171,0,0,0,0,12,12,0,0,0,0,3.25,1,0,0,0,0,0
71,71,0,12,12,7.917461395,2.069070578,19.22244263,1,0,1,0,0,0.75,,12,12,12,12,4.178817749,369.5022888,0,12,-2.109747171,0,0,0,0,12,12,0,0,0,0,-3.25,1,0,0,0,0,0
72,72,1,16,16,12.53837967,2.528794289,40.50102234,1,0,0,1,1,13,,12,12,16,16,2.266429901,1640.332764,0,16,0.262364388,0,0,0,0,16,16,0,0,0,0,-4,1,0,0,0,0,0
72,72,0,16,16,9.644906998,2.266429901,40.50102234,1,0,0,1,1,17,,12,13,16,16,2.528794289,1640.332764,0,16,-0.262364388,0,0,0,0,16,16,0,0,0,0,4,1,0,0,0,0,0
73,73,0,13,13,5.145557404,1.638133645,61.95755005,1,1,0,1,1,8,,12,12,13,13,2.138596535,3838.738037,0,13,-0.50046289,0,0,0,0,13,13,0,0,1,0,-17,1,0,0,0,0,0
73,73,1,13,13,8.487518311,2.138596535,61.95755005,1,1,0,0,1,25,,12,12,13,13,1.638133645,3838.738037,0,13,0.50046289,0,0,0,0,13,13,0,0,-1,0,17,1,0,0,0,0,0
74,74,0,16,15,11.78821945,2.46710062,26.66940308,1,1,0,0,0,0.5,,12,12,16,15,1.668593049,711.2570801,0,15,0.798507571,1,1,1,1,15.5,15.5,15.5,15.5,0,0,0.460999995,1,0,1,1,0,0
74,74,1,15,16,5.304698944,1.668593049,26.66940308,1,1,0,0,0,0.039000001,,13,12,15,16,2.46710062,711.2570801,0,16,-0.798507571,-1,-1,-1,-1,15.5,15.5,-15.5,-15.5,0,0,-0.460999995,1,0,-1,-1,0,0
75,75,0,13,12.5,18.47303391,2.916301012,45.42436218,1,0,0,1,1,26.55500031,4,12.5,7,12.5,13,2.954239845,2063.372559,1,12.75,-0.037938833,0,0,0.5,-0.5,12.75,12.75,6.375,-6.375,0,0,0.055000305,1,0,0.5,-0.5,0,0
75,75,1,13,12.5,19.20364761,2.954239845,45.42436218,1,0,0,1,1,26.5,,13,12,12.5,13,2.916301012,2063.372559,1,12.75,0.037938833,0,0,0.5,-0.5,12.75,12.75,6.375,-6.375,0,0,-0.055000305,1,0,0.5,-0.5,0,0
76,76,1,12,12,10.60939789,2.361740112,29.18548584,1,0,0,0,1,0.416999996,,12,7,12,12,2.376628876,851.7926025,0,12,-0.014888763,0,0,0,0,12,12,0,0,0,0,-4.583000183,0,0,0,0,0,0
76,76,0,12,12,10.76853848,2.376628876,29.18548584,0,0,0,0,1,5,,12,9,12,12,2.361740112,851.7926025,0,12,0.014888763,0,0,0,0,12,12,0,0,0,0,4.583000183,0,0,0,0,0,0
77,77,0,13,13,12.73127747,2.544061661,41.08418274,1,1,0,1,0,15,,15,14,17,14,2.405757189,1687.910034,0,13.5,0.138304472,-1,4,0,3,13,15.5,0,46.5,1,0,2,0,1,0,0,0,3
77,77,1,14,17,11.0868206,2.405757189,41.08418274,1,1,0,0,0,13,,15,14,13,13,2.544061661,1687.910034,0,15,-0.138304472,1,-4,-3,0,15.5,13,-46.5,0,-1,0,-2,0,1,0,0,-3,0
79,78,1,15,14,10.60939789,2.361740112,30.45036316,1,1,0,0,0,3,,18,12,14,14,2.58488369,927.2246094,0,14,-0.223143578,1,0,1,0,14.5,14,14.5,0,0,-1,-3,0,1,0,0,1,0
79,78,0,14,14,13.26174736,2.58488369,30.45036316,0,1,0,0,1,6,,18,16,14,15,2.361740112,927.2246094,0,14.5,0.223143578,-1,0,0,-1,14,14.5,0,-14.5,0,1,3,0,1,0,0,0,-1
80,79,1,12,16,7.957048416,2.074058056,51.84120178,1,1,0,0,1,3,,8,8,12,16,2.767205238,2687.510254,0,16,-0.693147182,-4,-4,-4,-4,14,14,-56,-56,0,1,-2,0,0,0,0,0,0
80,79,0,16,12,15.91409683,2.767205238,51.84120178,1,1,0,0,0,5,,3,3,16,12,2.074058056,2687.510254,0,12,0.693147182,4,4,4,4,14,14,56,56,0,-1,2,0,0,0,0,0,0
81,80,1,14,14,7.426578522,2.005065203,20.42984009,1,1,1,0,0,0.082999945,,14,16,14,14,1.506074071,417.3783569,0,14,0.498991132,0,0,0,0,14,14,0,0,0,0,-1.917000055,0,1,0,0,0,0
81,80,0,14,14,4.508994102,1.506074071,20.42984009,1,1,0,0,0,2,,14,16,14,14,2.005065203,417.3783569,0,14,-0.498991132,0,0,0,0,14,14,0,0,0,0,1.917000055,0,1,0,0,0,0
82,81,1,12,16,10.25928783,2.328183413,32.35865784,1,1,0,0,1,14,,6,8,12,16,2.22820878,1047.082764,0,16,0.099974632,-4,-4,-4,-4,14,14,-56,-56,0,0,12,0,0,0,0,0,0
82,81,0,16,12,9.283223152,2.22820878,32.35865784,1,1,0,0,1,2,,8,8,16,12,2.328183413,1047.082764,0,12,-0.099974632,4,4,4,4,14,14,56,56,0,0,-12,0,0,0,0,0,0
83,82,0,12,12,7.957048416,2.074058056,50.14920044,1,1,0,0,1,17,,8,8,12,12,1.993570924,2514.942383,0,12,0.080487132,0,0,0,0,12,12,0,0,0,0,-13,0,0,0,0,0,0
83,82,1,12,12,7.341703415,1.993570924,50.14920044,1,1,0,0,1,30,,8,8,12,12,2.074058056,2514.942383,0,12,-0.080487132,0,0,0,0,12,12,0,0,0,0,13,0,0,0,0,0,0
84,83,0,16,18,11.93557262,2.479523182,42.54893494,1,0,0,0,1,3.5,,9,12,14,18,3.460352421,1810.411865,0,18,-0.980829239,-2,-4,-2,-4,17,16,-34,-64,0,0,-0.5,0,0,0,0,0,0
84,83,1,18,14,31.82819366,3.460352421,42.54893494,1,0,1,0,1,4,,8,12,18,16,2.479523182,1810.411865,0,15,0.980829239,2,4,4,2,16,17,64,34,0,0,0.5,0,0,0,0,0,0
85,84,1,12,12,7.072931767,1.956275105,27.74810791,1,0,0,0,1,,,12,12,12,12,2.221978188,769.9575195,0,12,-0.265703082,0,0,0,0,12,12,0,0,0,0,,1,0,0,0,0,0
85,84,0,12,12,9.225563049,2.221978188,27.74810791,1,0,0,0,1,10,,12,12,12,12,1.956275105,769.9575195,0,12,0.265703082,0,0,0,0,12,12,0,0,0,0,,1,0,0,0,0,0
86,85,1,16,15,9.518283844,2.251554251,25.20807457,1,0,0,0,1,1.399999976,3,12.33333302,12,16.33333397,15.66666698,2.033306122,635.4470215,1,15.33333397,0.218248129,0.333333015,1.333333969,1,0.666666985,15.5,16,15.5,10.66667175,-0.333333343,1,-0.294333339,1,0,1,0.666666985,0,0
86,85,0,15.66666698,16.33333397,7.902991772,2.033306122,25.20807457,1,0,0,0.333333343,0,1.694333315,3,12.66666698,12,15,16,2.251554251,635.4470215,1,16.16666794,-0.218248129,-0.333333015,-1.333333969,-0.666666985,-1,16,15.5,-10.66667175,-15.5,0.333333343,-1,0.294333339,1,0,-0.666666985,-1,0,0
87,86,1,13.5,12.5,12.56077576,2.528683901,58.34325409,1,0,1,0.5,1,32.5,4,11,11,12,12,2.391054153,3403.935303,1,12.25,0.137629747,1.5,-0.5,1,0,13,12,13,0,0.5,0,15.5,1,0,1,0,0,0
87,86,0,12,12,11.47852421,2.391054153,58.34325409,1,0,0.5,0,1,17,4,11,11.5,12.5,13.5,2.528683901,3403.935303,1,12.75,-0.137629747,-1.5,0.5,0,-1,12,13,0,-13,-0.5,0,-15.5,1,0,0,-1,0,0
88,87,0,16,16,18.56039619,2.920612097,42.92504883,1,0,0,1,0,6.5,1,8,8,16,16,2.683382988,1842.559814,1,16,0.237229109,0,0,0,0,16,16,0,0,0,0,1,0,0,0,0,0,0
88,87,1,16,16,14.63612938,2.683382988,42.92504883,1,0,0,1,0,5.5,2,7,8,16,16,2.920612097,1842.559814,1,16,-0.237229109,0,0,0,0,16,16,0,0,0,0,-1,0,0,0,0,0,0
89,88,0,12.5,12,8.690881729,2.162000418,38.14202118,1,1,0,0,1,17,,12,12,12,12,1.807251573,1454.813721,1,12,0.354748845,0.5,0,0.5,0,12.25,12,6.125,0,0,0,16.35000038,1,0,0.5,0,0,0
89,88,1,12,12,6.152349472,1.807251573,38.14202118,1,1,0,0,1,0.649999976,3,12,12,12,12.5,2.162000418,1454.813721,1,12.25,-0.354748845,-0.5,0,0,-0.5,12,12.25,0,-6.125,0,0,-16.35000038,1,0,0,-0.5,0,0
90,89,0,14,14,39.78524399,3.683495998,45.39355469,1,0,1,0,0,18,,18,16,12,14,4.664325237,2060.574707,0,14,-0.980829239,0,-2,0,-2,14,13,0,-26,0,0,-2,0,1,0,0,0,-2
90,89,1,14,12,106.0939789,4.664325237,45.39355469,1,0,1,0,0,20,,18,14,14,14,3.683495998,2060.574707,0,13,0.980829239,0,2,2,0,13,14,26,0,0,0,2,0,1,0,0,2,0
91,90,0,16.5,16.5,8.956986427,2.192224979,33.42162323,1,1,0,0,0.5,9,1,4,8,13,13,2.239035606,1117.004883,1,14.75,-0.046810627,3.5,-3.5,0,0,16.5,13,0,0,0,0.5,0,0,0,0,0,0,0
91,90,1,13,13,9.385393143,2.239035606,33.42162323,1,1,0,0,0,9,1,12,8,16.5,16.5,2.192224979,1117.004883,1,14.75,0.046810627,-3.5,3.5,0,0,13,16.5,0,0,0,-0.5,0,0,0,0,0,0,0
92,91,0,12,12.33333302,10.94159794,2.392490149,37.6746521,1,0,0,1,1,8.699999809,3.5,6.333333492,8,12,13.66666698,2.495992422,1419.379395,1,13,-0.103502274,-1.666666985,-0.333333015,-0.333333015,-1.666666985,12.16666603,12.83333397,-4.055551529,-21.38889313,0,0,6.672333717,0,0,0,0,0,0
92,91,1,13.66666698,12,12.16534615,2.495992422,37.6746521,1,0,0,1,1,2.02766633,1,8,10.33333302,12.33333302,12,2.392490149,1419.379395,1,12,0.103502274,1.666666985,0.333333015,1.666666985,0.333333015,12.83333397,12.16666603,21.38889313,4.055551529,0,0,-6.672333717,0,0,0,0,0,0
93,92,0,14,14,5.227189064,1.653763771,37.91991425,1,0,0,0,0,7.958499908,4,14,13.5,14,14,1.653763771,1437.919922,1,14,0,0,0,0,0,14,14,0,0,0,0,0,1,0,0,0,0,0
93,92,1,14,14,5.227189064,1.653763771,37.91991425,1,0,0,0,0,7.958499908,4,12,12,14,14,1.653763771,1437.919922,1,14,0,0,0,0,0,14,14,0,0,0,0,0,1,0,0,0,0,0
94,93,0,16,16,7.016348362,1.948242903,31.06639099,1,0,0,0,0,3.5,,18,18,16,16,1.995495796,965.1206665,0,16,-0.047252893,0,0,0,0,16,16,0,0,0,0,-0.299999237,0,1,0,0,0,0
94,93,1,16,16,7.355849266,1.995495796,31.06639099,1,0,0,0,0,3.799999237,,18,18,16,16,1.948242903,965.1206665,0,16,0.047252893,0,0,0,0,16,16,0,0,0,0,0.299999237,0,1,0,0,0,0
95,94,1,15,14,7.182819366,1.965178013,31.07460022,1,0,0,0,0.5,5.25,5,15,12,13,13,2.039455414,965.6307983,1,13.5,-0.074277401,2,-1,1,0,14.5,13,14.5,0,0,0.5,-4.75,1,0,1,0,0,0
95,94,0,13,13,7.705671787,2.039455414,31.07460022,1,0,0.5,0,0,10,4,12,10,14,15,1.965178013,965.6307983,1,14,0.074277401,-2,1,0,-1,13,14.5,0,-14.5,0,-0.5,4.75,1,0,0,-1,0,0
96,95,1,15,14,19.0969162,2.949526787,37.8507843,1,0,0,1,1,5,,18,15,14,13,2.831743717,1432.681885,0,13.5,0.11778307,2,0,1,1,14.5,13.5,14.5,13.5,0,0,4,0,1,0,0,1,1
96,95,0,13,14,16.97503662,2.831743717,37.8507843,1,0,0,1,1,1,,15,14,14,15,2.949526787,1432.681885,0,14.5,-0.11778307,-2,0,-1,-1,13.5,14.5,-13.5,-14.5,0,0,-4,0,1,0,0,-1,-1
97,96,0,14,14,5.304698944,1.668593049,21.74127197,1,1,1,0,0,2,,16,16,13,13,1.668593049,472.6828918,0,13.5,0,1,-1,0,0,14,13,0,0,0,0,0,0,1,0,0,0,0
97,96,1,13,13,5.304698944,1.668593049,21.74127197,1,1,0,0,0,2,,16,16,14,14,1.668593049,472.6828918,0,13.5,0,-1,1,0,0,13,14,0,0,0,0,0,0,1,0,0,0,0
98,97,0,16,13,23.34067535,3.150197506,42.77070618,1,0,0,0,1,5.5,,16,16,16,14,3.103677511,1829.333252,0,13.5,0.046519995,2,3,3,2,14.5,15,43.5,30,0,1,1.5,0,1,0,0,3,2
98,97,1,14,16,22.27973557,3.103677511,42.77070618,1,0,0,0,0,4,,16,16,13,16,3.150197506,1829.333252,0,16,-0.046519995,-2,-3,-2,-3,15,14.5,-30,-43.5,0,-1,-1.5,0,1,0,0,-2,-3
99,98,0,15,16,16.97503662,2.831743717,33.03764343,1,0,0,0,0,2,,14,12,16,15,2.949526787,1091.48584,0,15.5,-0.11778307,0,0,-1,1,15.5,15.5,-15.5,15.5,-1,0,-8,0,1,0,0,-1,1
99,98,1,15,16,19.0969162,2.949526787,33.03764343,1,0,0,1,0,10,,14,12,16,15,2.831743717,1091.48584,0,15.5,0.11778307,0,0,-1,1,15.5,15.5,-15.5,15.5,1,0,8,0,1,0,0,-1,1
100,99,0,12,12.5,8.471751213,2.103844404,27.70978546,1,1,0,0,1,4.5,4,12,10,12,13,1.880473375,767.8322144,1,12.75,0.223371029,-1,-0.5,-0.5,-1,12.25,12.5,-6.125,-12.5,0,0,0.25,0,0,0,0,0,0
100,99,1,13,12,6.556607723,1.880473375,27.70978546,1,1,0,0,1,4.25,4,12,9.5,12.5,12,2.103844404,767.8322144,1,12,-0.223371029,1,0.5,1,0.5,12.5,12.25,12.5,6.125,0,0,-0.25,0,0,0,0,0,0
101,100,0,10,10,6.63087368,1.891736627,47.74263,1,1,1,0,1,3,,9,9,10,10,2.207589626,2279.358643,0,10,-0.315853,0,0,0,0,10,10,0,0,0,0,-7,0,0,0,0,0,0
101,100,1,10,10,9.093770027,2.207589626,47.74263,1,1,1,0,1,10,,8,8,10,10,1.891736627,2279.358643,0,10,0.315853,0,0,0,0,10,10,0,0,0,0,7,0,0,0,0,0,0
102,101,1,18,18,29.88068581,3.397212267,51.33195496,1,0,0,0,1,2,,12,12,18,18,3.160247803,2634.969482,0,18,0.236964464,0,0,0,0,18,18,0,0,0,0,-5,1,0,0,0,0,0
102,101,0,18,18,23.5764389,3.160247803,51.33195496,1,0,1,0,1,7,,12,12,18,18,3.397212267,2634.969482,0,18,-0.236964464,0,0,0,0,18,18,0,0,0,0,5,1,0,0,0,0,0
103,102,1,16,14,13.79221725,2.6241045,36.94181824,1,0,0,1,0,8,,16,16,16,15,2.806426048,1364.697876,0,14.5,-0.182321548,1,2,2,1,15,15.5,30,15.5,1,-1,0,0,1,0,0,2,1
103,102,0,15,16,16.55066109,2.806426048,36.94181824,1,0,0,0,1,8,,16,16,14,16,2.6241045,1364.697876,0,16,0.182321548,-1,-2,-1,-2,15.5,15,-15.5,-30,-1,1,0,0,1,0,0,-1,-2
104,103,0,14,13.66666698,9.861385345,2.288622141,34.13575363,1,0,0,0,0,5.333333492,3,12,14,14,12.33333302,2.473546267,1165.249634,1,13,-0.184924126,1.666666985,0.333333015,0.333333015,1.666666985,13.83333397,13.16666603,4.611106873,21.94444847,-0.333333343,-0.666666687,3.250000238,0,1,0,0,0.333333015,1.666666985
104,103,1,12.33333302,14,11.86545849,2.473546267,34.13575363,1,0,0,0.333333343,0.666666687,2.083333254,3,12,14,13.66666698,14,2.288622141,1165.249634,1,14,0.184924126,-1.666666985,-0.333333015,-1.666666985,-0.333333015,13.16666603,13.83333397,-21.94444847,-4.611106873,0.333333343,0.666666687,-3.250000238,0,1,0,0,-1.666666985,-0.333333015
105,104,0,14,13,9.813693047,2.283778667,34.86653137,1,0,0,1,0,8,,18,16,14,14,2.041268349,1215.675049,0,13.5,0.242510319,0,1,1,0,13.5,14,13.5,0,1,-1,-2,0,1,0,0,1,0
105,104,1,14,14,7.700369835,2.041268349,34.86653137,1,0,0,0,1,10,,18,16,13,14,2.283778667,1215.675049,0,14,-0.242510319,0,-1,0,-1,14,13.5,0,-13.5,-1,1,2,0,1,0,0,0,-1
106,105,1,12,12,13.13087368,2.574916363,32.01539612,1,1,0,0,0,14,3,12,12,12,12,1.891736627,1024.985596,1,12,0.683179736,0,0,0,0,12,12,0,0,0,-1,7.25,1,0,0,0,0,0
106,105,0,12,12,6.63087368,1.891736627,32.01539612,1,1,0.5,0,1,6.75,3,12,12,12,12,2.574916363,1024.985596,1,12,-0.683179736,0,0,0,0,12,12,0,0,0,1,-7.25,1,0,0,0,0,0
107,106,0,15,12.5,11.83688927,2.464140177,43.00991821,1,1,0,1,1,23.5,2,12,12,16,12,1.913725734,1849.853027,1,12.25,0.550414443,3,3.5,2.5,4,13.75,14,34.375,56,0,0,18,1,0,2.5,4,0,0
107,106,1,12,16,6.788370132,1.913725734,43.00991821,1,1,0,1,1,5.5,2,12,12,12.5,15,2.464140177,1849.853027,1,15.5,-0.550414443,-3,-3.5,-4,-2.5,14,13.75,-56,-34.375,0,0,-18,1,0,-4,-2.5,0,0
108,107,0,12,12,4.670556545,1.541092396,36.04494095,1,1,0,0,1,5,2,10,8.333333015,12,12,2.609788895,1299.237793,1,12,-1.068696499,0,0,0,0,12,12,0,0,-1,0,-12.03333092,0,0,0,0,0,0
108,107,1,12,12,13.60840607,2.609788895,36.04494095,1,1,0,1,1,17.03333092,2,8,8,12,12,1.541092396,1299.237793,1,12,1.068696499,0,0,0,0,12,12,0,0,1,0,12.03333092,0,0,0,0,0,0
109,108,0,12,12,4.508994102,1.506074071,24.83776855,1,0,0,0,1,0.416999996,,11,,13,12,2.179418564,616.9147339,0,12,-0.673344493,0,1,0,1,12,12.5,0,12.5,0,1,-3.582999945,1,0,0,1,0,0
109,108,1,12,13,8.841164589,2.179418564,24.83776855,1,0,0,0,0,4,,12,12,12,12,1.506074071,616.9147339,0,12.5,0.673344493,0,-1,-1,0,12.5,12,-12.5,0,0,-1,3.582999945,1,0,-1,0,0,0
110,109,0,14,12,8.487518311,2.138596535,28.53114319,1,1,0,0,1,3,,12,,12,12,2.005065203,814.026123,0,12,0.133531332,2,0,2,0,13,12,26,0,0,1,1,0,0,0,0,0,0
110,109,1,12,12,7.426578522,2.005065203,28.53114319,1,1,0,0,0,2,,12,8,12,14,2.138596535,814.026123,0,13,-0.133531332,-2,0,0,-2,12,13,0,-26,0,-1,-1,0,0,0,0,0,0
111,110,0,12,14,6.320311546,1.842559814,28.13860321,1,1,0,0,1,0.899999976,2,12,14,12,14,2.267802,791.7810059,1,14,-0.425242186,-2,-2,-2,-2,13,13,-26,-26,0,0,-2.099999905,0,1,0,0,-2,-2
111,110,1,14,12,9.658189774,2.267802,28.13860321,1,1,0,0,1,3,,12,14,14,12,1.842559814,791.7810059,1,12,0.425242186,2,2,2,2,13,13,26,26,0,0,2.099999905,0,1,0,0,2,2
112,111,0,16,18,24.93656349,3.216335058,43.42230225,1,1,0,0,1,6,,16,16,16,18,3.317251682,1885.496338,0,18,-0.100916624,-2,-2,-2,-2,17,17,-34,-34,0,0,-1,0,1,0,0,-2,-2
112,111,1,18,16,27.58443451,3.317251682,43.42230225,1,1,0,0,1,7,,16,16,18,16,3.216335058,1885.496338,0,16,0.100916624,2,2,2,2,17,17,34,34,0,0,1,0,1,0,0,2,2
113,112,0,16.5,18,19.33070755,2.958045959,32.38363647,1,0,0,0,1,10.5,2,18,18,16,18,4.23549366,1048.699951,1,18,-1.277447701,-1.5,-2,-1.5,-2,17.25,17,-25.875,-34,-1,0,6.75,0,1,0,0,-1.5,-2
113,112,1,18,16,69.32819366,4.23549366,32.38363647,1,0,0,1,1,3.75,,18,18,18,16.5,2.958045959,1048.699951,1,16.25,1.277447701,1.5,2,2,1.5,17,17.25,34,25.875,1,0,-6.75,0,1,0,0,2,1.5
114,113,0,18,15,7.426578522,2.005065203,32.44625854,1,0,0,0,0,2,,12,12,17,15,2.426591158,1052.759644,0,15,-0.421525955,3,2,3,2,16.5,16,49.5,32,-1,0,-9,1,0,3,2,0,0
114,113,1,15,17,11.32022762,2.426591158,32.44625854,1,0,0,1,0,11,,12,12,15,18,2.005065203,1052.759644,0,17.5,0.421525955,-3,-2,-2,-3,16,16.5,-32,-49.5,1,0,9,1,0,-2,-3,0,0
115,114,1,16,15,5.304698944,1.668593049,22.47227478,1,1,1,0,0,0.018999998,,16,18,16,15,2.074058056,505.0031433,0,15,-0.405465007,1,1,1,1,15.5,15.5,15.5,15.5,0,0,-2.980999947,0,1,0,0,1,1
115,114,0,15,16,7.957048416,2.074058056,22.47227478,1,1,0,0,0,3,,16,17,15,16,1.668593049,505.0031433,0,16,0.405465007,-1,-1,-1,-1,15.5,15.5,-15.5,-15.5,0,0,2.980999947,0,1,0,0,-1,-1
116,115,1,14,12,13.26174736,2.58488369,40.35865784,1,1,0,0,1,22,,7,12,14,12,2.074058056,1628.821289,0,12,0.510825634,2,2,2,2,13,13,26,26,0,0,19,0,0,0,0,0,0
116,115,0,12,14,7.957048416,2.074058056,40.35865784,1,1,1,0,1,3,,3,12,12,14,2.58488369,1628.821289,0,14,-0.510825634,-2,-2,-2,-2,13,13,-26,-26,0,0,-19,0,0,0,0,0,0
117,116,1,16,18,9.017988205,2.199221373,43.30458069,1,1,0,0,0,1.5,,12,12,16,18,3.565712929,1875.286743,0,18,-1.366491556,-2,-2,-2,-2,17,17,-34,-34,0,0,-1,1,0,-2,-2,0,0
117,116,0,18,16,35.36465836,3.565712929,43.30458069,1,1,0,0,0,2.5,,12,12,18,16,2.199221373,1875.286743,0,16,1.366491556,2,2,2,2,17,17,34,34,0,0,1,1,0,2,2,0,0
118,117,1,12,12,9.361916542,2.236623764,51.27446747,1,1,0,0,1,7.300000191,,12,12,12,12,1.872452378,2629.071045,1,12,0.364171386,0,0,0,0,12,12,0,0,0,0,3.300000191,1,0,0,0,0,0
118,117,0,12,12,6.542584419,1.872452378,51.27446747,1,1,0,0,1,4,2,12,12,12,12,2.236623764,2629.071045,1,12,-0.364171386,0,0,0,0,12,12,0,0,0,0,-3.300000191,1,0,0,0,0,0
119,118,1,12,12,7.426578522,2.005065203,44.21902466,1,1,1,0,1,0.25,,8,12,13,13,2.46710062,1955.322144,0,12.5,-0.462035418,-1,1,0,0,12,13,0,0,0,0,-3.75,0,0,0,0,0,0
